application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission,gender_encoded,international_encoded,major_Business,major_Humanities,major_STEM,race_Asian,race_Black,race_White,race_Hispanic,race_Other,work_industry_Financial Services,work_industry_Investment Management,work_industry_Technology,work_industry_Consulting,work_industry_Nonprofit/Gov,work_industry_PE/VC,work_industry_Health Care,work_industry_Investment Banking,work_industry_Other,work_industry_Retail,work_industry_Energy,work_industry_CPG,work_industry_Real Estate,work_industry_Media/Entertainment,admission_Admit,admission_Reject,admission_Waitlist,gpa_normalized,gmat_normalized,work_exp_normalized
1444,Male,False,3.249635578583765,STEM,White,570.0,5.0,Health Care,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-3.0117496204663656e-15,-1.678010424427178,-0.02174918999231319
1445,Female,False,3.34,STEM,Asian,650.8186528497409,7.0,Health Care,Reject,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6128386050989492,0.0,1.9613659289918324
1446,Female,False,3.18,Humanities,White,730.0,5.0,PE/VC,Reject,1,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.4722585523782934,1.644015598544437,-0.02174918999231319
1447,Female,False,3.42,Humanities,Asian,720.0,6.0,Consulting,Admit,1,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.155387183837572,1.436388972108711,0.9698083694997597
1448,Male,False,3.03,STEM,Asian,610.0,5.0,Technology,Reject,0,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.4895371375132125,-0.8475039186842742,-0.02174918999231319
1449,Female,False,3.29,Humanities,White,690.0,5.0,Technology,Reject,1,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2737457433873114,0.8135090928015333,-0.02174918999231319
1450,Female,False,3.49,STEM,Black,680.0,4.0,Consulting,Reject,1,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.6301171902338683,0.6058824663658073,-1.013306749484386
1451,Male,False,3.11,STEM,White,570.0,4.0,PE/VC,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.9469885587745899,-1.678010424427178,-1.013306749484386
1452,Female,False,3.55,STEM,White,620.0,5.0,Nonprofit/Gov,Reject,1,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.0370286242878324,-0.6398772922485483,-0.02174918999231319
1453,Male,False,3.1,Humanities,White,660.0,6.0,Nonprofit/Gov,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.0148071311169162,0.1906292134943554,0.9698083694997597
1454,Male,True,3.58,Business,White,730.0,6.0,Other,Admit,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.240484341314817,1.644015598544437,0.9698083694997597
1455,Male,False,3.32,STEM,Asian,740.0,7.0,Consulting,Reject,0,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.47720146041429345,1.851642224980163,1.9613659289918324
1456,Male,False,3.249635578583765,Business,Asian,640.0,4.0,Investment Banking,Reject,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-3.0117496204663656e-15,-0.22462403937709646,-1.013306749484386
1457,Male,False,3.3,Humanities,Black,670.0,6.0,PE/VC,Waitlist,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.34156431572963775,0.39825583993008135,0.9698083694997597
1458,Male,False,3.31,STEM,White,680.0,4.0,Consulting,Admit,0,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4093828880719671,0.6058824663658073,-1.013306749484386
1459,Female,False,3.19,Business,Asian,720.0,4.0,Consulting,Reject,1,,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.40443998003596704,1.436388972108711,-1.013306749484386
1460,Male,False,3.39,STEM,Other,670.0,4.0,Technology,Reject,0,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9519314668105898,0.39825583993008135,-1.013306749484386
1461,Male,False,3.17,STEM,Black,650.8186528497409,6.0,Financial Services,Reject,0,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5400771247206227,0.0,0.9698083694997597
1462,Male,True,3.32,Humanities,White,720.0,6.0,Consulting,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.47720146041429345,1.436388972108711,0.9698083694997597
1463,Female,False,3.45,Humanities,Asian,690.0,5.0,CPG,Admit,1,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.3588429008645568,0.8135090928015333,-0.02174918999231319
1464,Female,True,3.23,Humanities,White,630.0,4.0,Technology,Reject,1,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.13316569066665568,-0.4322506658128224,-1.013306749484386
1465,Female,True,2.96,STEM,White,600.0,5.0,Financial Services,Reject,1,,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.964267143909506,-1.0551305451200002,-0.02174918999231319
1466,Female,False,3.11,Business,Asian,630.0,5.0,Technology,Reject,1,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.9469885587745899,-0.4322506658128224,-0.02174918999231319
1467,Female,False,3.38,Humanities,White,680.0,5.021934369602763,Consulting,Reject,1,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8841128944682605,0.6058824663658073,0.0
1468,Male,True,3.37,Business,White,650.8186528497409,5.0,PE/VC,Reject,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8162943221259341,0.0,-0.02174918999231319
1469,Male,False,3.25,Business,Black,620.0,4.0,Consulting,Reject,0,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0024714540180000174,-0.6398772922485483,-1.013306749484386
1470,Male,False,3.15,Business,White,610.0,7.0,Consulting,Reject,0,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6757142694052785,-0.8475039186842742,1.9613659289918324
1471,Female,False,3.28,STEM,Hispanic,660.0,5.0,PE/VC,Reject,1,,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.20592717104498204,0.1906292134943554,-0.02174918999231319
1472,Male,False,3.4,Business,White,750.0,6.0,PE/VC,Reject,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0197500391529162,2.059268851415889,0.9698083694997597
1473,Female,False,3.17,Humanities,Hispanic,700.0,5.0,Real Estate,Reject,1,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.5400771247206227,1.0211357192372592,-0.02174918999231319
1474,Male,False,3.249635578583765,STEM,White,660.0,6.0,Health Care,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-3.0117496204663656e-15,0.1906292134943554,0.9698083694997597
1475,Female,False,3.38,Business,Black,650.0,4.0,CPG,Reject,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.8841128944682605,-0.016997412941370516,-1.013306749484386
1476,Female,False,3.2,Business,White,580.0,6.0,Consulting,Reject,1,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3366214076936377,-1.470383797991452,0.9698083694997597
1477,Male,False,3.0,STEM,White,630.0,6.0,Nonprofit/Gov,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.6929928545401947,-0.4322506658128224,0.9698083694997597
1478,Female,False,3.54,STEM,Other,590.0,5.0,Financial Services,Reject,1,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.969210051945506,-1.2627571715557262,-0.02174918999231319
1479,Male,False,3.03,STEM,Asian,640.0,5.0,Consulting,Reject,0,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.4895371375132125,-0.22462403937709646,-0.02174918999231319
1480,Male,False,3.14,Business,Other,570.0,4.0,Health Care,Reject,0,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.7435328417476048,-1.678010424427178,-1.013306749484386
1481,Male,False,3.28,Humanities,White,650.0,4.0,Technology,Reject,0,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.20592717104498204,-0.016997412941370516,-1.013306749484386
1482,Male,False,3.37,Humanities,Other,650.8186528497409,4.0,Technology,Reject,0,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8162943221259341,0.0,-1.013306749484386
1483,Female,True,3.25,Humanities,White,600.0,4.0,Energy,Reject,1,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0024714540180000174,-1.0551305451200002,-1.013306749484386
1484,Female,False,3.37,STEM,Asian,660.0,5.0,PE/VC,Reject,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8162943221259341,0.1906292134943554,-0.02174918999231319
1485,Male,False,3.21,STEM,White,660.0,6.0,Investment Banking,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.2688028353513114,0.1906292134943554,0.9698083694997597
1486,Female,True,3.24,STEM,White,690.0,5.0,Other,Reject,1,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.06534711832432633,0.8135090928015333,-0.02174918999231319
1487,Male,False,3.19,STEM,White,570.0,4.0,Media/Entertainment,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.40443998003596704,-1.678010424427178,-1.013306749484386
1488,Male,False,3.12,Business,White,610.0,5.0,Investment Management,Reject,0,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8791699864322605,-0.8475039186842742,-0.02174918999231319
1489,Male,True,3.22,Humanities,White,680.0,6.0,Technology,Admit,0,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.200984263008982,0.6058824663658073,0.9698083694997597
1490,Female,False,3.05,STEM,Black,620.0,5.0,Nonprofit/Gov,Reject,1,,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.3538999928285569,-0.6398772922485483,-0.02174918999231319
1491,Male,True,3.26,Business,White,620.0,4.0,PE/VC,Reject,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.07029002636032636,-0.6398772922485483,-1.013306749484386
1492,Male,False,3.39,Humanities,Asian,630.0,5.0,PE/VC,Reject,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.9519314668105898,-0.4322506658128224,-0.02174918999231319
1493,Female,False,2.73,STEM,White,570.0,6.0,Technology,Reject,1,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.524094307783045,-1.678010424427178,0.9698083694997597
1494,Male,False,3.25,STEM,White,640.0,4.0,Real Estate,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0024714540180000174,-0.22462403937709646,-1.013306749484386
1495,Female,True,3.22,STEM,White,570.0,5.0,Consulting,Reject,1,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.200984263008982,-1.678010424427178,-0.02174918999231319
1496,Male,False,3.25,Humanities,Black,630.0,6.0,Other,Reject,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0024714540180000174,-0.4322506658128224,0.9698083694997597
1497,Male,False,3.53,Business,White,750.0,5.021934369602763,PE/VC,Admit,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.9013914796031768,2.059268851415889,0.0
1498,Male,False,3.3,Humanities,Hispanic,600.0,5.0,PE/VC,Reject,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.34156431572963775,-1.0551305451200002,-0.02174918999231319
1499,Female,False,3.32,Business,White,650.8186528497409,5.0,Other,Reject,1,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.47720146041429345,0.0,-0.02174918999231319
1500,Male,False,3.38,Business,White,720.0,5.0,Other,Reject,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8841128944682605,1.436388972108711,-0.02174918999231319
1501,Male,False,3.12,Business,Asian,590.0,4.0,Health Care,Reject,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.8791699864322605,-1.2627571715557262,-1.013306749484386
1502,Male,False,3.4,Humanities,Other,680.0,4.0,PE/VC,Reject,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0197500391529162,0.6058824663658073,-1.013306749484386
1503,Female,True,3.249635578583765,Business,White,620.0,3.0,Nonprofit/Gov,Reject,1,,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-3.0117496204663656e-15,-0.6398772922485483,-2.0048643089764586
1504,Female,False,3.42,STEM,White,740.0,5.0,Nonprofit/Gov,Admit,1,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.155387183837572,1.851642224980163,-0.02174918999231319
1505,Male,False,3.52,Humanities,White,710.0,6.0,PE/VC,Admit,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.8335729072608504,1.228762345672985,0.9698083694997597
1506,Male,False,3.15,STEM,Black,650.8186528497409,4.0,Investment Banking,Reject,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.6757142694052785,0.0,-1.013306749484386
1507,Female,False,3.42,Humanities,White,770.0,6.0,Nonprofit/Gov,Reject,1,,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.155387183837572,2.474522104287341,0.9698083694997597
1508,Male,False,3.33,Business,Asian,760.0,6.0,PE/VC,Admit,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5450200327566228,2.2668954778516146,0.9698083694997597
1509,Male,False,3.68,Business,Asian,760.0,5.0,Health Care,Reject,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.918670064738096,2.2668954778516146,-0.02174918999231319
1510,Female,False,3.03,Business,White,590.0,5.0,Investment Banking,Reject,1,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.4895371375132125,-1.2627571715557262,-0.02174918999231319
1511,Male,True,3.02,STEM,White,660.0,4.0,Other,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.5573557098555388,0.1906292134943554,-1.013306749484386
1512,Female,True,3.23,STEM,White,640.0,4.0,Other,Reject,1,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.13316569066665568,-0.22462403937709646,-1.013306749484386
1513,Female,False,3.43,STEM,Asian,700.0,3.0,PE/VC,Admit,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.2232057561799012,1.0211357192372592,-2.0048643089764586
1514,Male,False,3.26,Business,White,670.0,6.0,PE/VC,Reject,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.07029002636032636,0.39825583993008135,0.9698083694997597
1515,Male,False,2.97,Humanities,Asian,600.0,5.0,Consulting,Reject,0,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.8964485715671766,-1.0551305451200002,-0.02174918999231319
1516,Male,False,2.97,STEM,White,600.0,5.0,Nonprofit/Gov,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.8964485715671766,-1.0551305451200002,-0.02174918999231319
1517,Female,False,3.37,STEM,White,650.8186528497409,6.0,Health Care,Reject,1,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8162943221259341,0.0,0.9698083694997597
1518,Male,False,3.53,Humanities,White,650.8186528497409,5.0,Consulting,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.9013914796031768,0.0,-0.02174918999231319
1519,Male,False,3.2,STEM,White,700.0,5.0,Consulting,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3366214076936377,1.0211357192372592,-0.02174918999231319
1520,Male,False,3.19,STEM,White,650.8186528497409,5.0,Investment Banking,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.40443998003596704,0.0,-0.02174918999231319
1521,Male,True,3.02,Humanities,White,710.0,4.0,Consulting,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.5573557098555388,1.228762345672985,-1.013306749484386
1522,Male,True,3.16,Business,White,630.0,5.0,Consulting,Reject,0,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6078956970629491,-0.4322506658128224,-0.02174918999231319
1523,Male,True,3.2,STEM,White,670.0,4.0,Nonprofit/Gov,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.3366214076936377,0.39825583993008135,-1.013306749484386
1524,Male,False,3.09,Humanities,White,590.0,7.0,Investment Banking,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.0826257034592455,-1.2627571715557262,1.9613659289918324
1525,Male,False,3.4,Humanities,Hispanic,620.0,5.0,Consulting,Reject,0,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0197500391529162,-0.6398772922485483,-0.02174918999231319
1526,Male,False,3.38,STEM,Black,650.0,5.0,PE/VC,Reject,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8841128944682605,-0.016997412941370516,-0.02174918999231319
1527,Male,True,3.23,Humanities,White,570.0,5.0,Investment Banking,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.13316569066665568,-1.678010424427178,-0.02174918999231319
1528,Male,False,3.25,Humanities,Hispanic,650.0,5.0,Consulting,Reject,0,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0024714540180000174,-0.016997412941370516,-0.02174918999231319
1529,Male,False,3.28,Humanities,Asian,610.0,6.0,Other,Reject,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.20592717104498204,-0.8475039186842742,0.9698083694997597
1530,Female,True,3.19,Humanities,White,680.0,4.0,Technology,Reject,1,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.40443998003596704,0.6058824663658073,-1.013306749484386
1531,Male,False,3.08,Humanities,Asian,660.0,5.0,Technology,Reject,0,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.1504442758015718,0.1906292134943554,-0.02174918999231319
1532,Female,False,3.22,Business,Hispanic,600.0,6.0,Consulting,Reject,1,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.200984263008982,-1.0551305451200002,0.9698083694997597
1533,Female,True,3.1,Humanities,White,630.0,4.0,Consulting,Reject,1,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0148071311169162,-0.4322506658128224,-1.013306749484386
1534,Male,False,3.02,STEM,Asian,640.0,4.0,PE/VC,Reject,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.5573557098555388,-0.22462403937709646,-1.013306749484386
1535,Female,False,3.21,STEM,Asian,660.0,6.0,Technology,Admit,1,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.2688028353513114,0.1906292134943554,0.9698083694997597
1536,Male,False,3.14,Business,White,580.0,5.0,PE/VC,Reject,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.7435328417476048,-1.470383797991452,-0.02174918999231319
1537,Male,False,3.26,Business,Other,590.0,3.0,Consulting,Reject,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.07029002636032636,-1.2627571715557262,-2.0048643089764586
1538,Male,False,3.38,Humanities,Black,700.0,6.0,Investment Management,Reject,0,,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8841128944682605,1.0211357192372592,0.9698083694997597
1539,Male,False,3.13,Humanities,Asian,630.0,4.0,Nonprofit/Gov,Reject,0,,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.8113514140899342,-0.4322506658128224,-1.013306749484386
1540,Male,True,3.18,Business,White,630.0,4.0,Other,Reject,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.4722585523782934,-0.4322506658128224,-1.013306749484386
1541,Female,True,3.41,Business,White,690.0,6.0,Consulting,Reject,1,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0875686114952456,0.8135090928015333,0.9698083694997597
1542,Female,False,3.16,Humanities,White,620.0,5.0,Investment Banking,Reject,1,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.6078956970629491,-0.6398772922485483,-0.02174918999231319
1543,Female,False,3.12,Business,Black,650.8186528497409,4.0,Consulting,Reject,1,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8791699864322605,0.0,-1.013306749484386
1544,Male,True,3.2,Humanities,White,600.0,6.0,Investment Banking,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.3366214076936377,-1.0551305451200002,0.9698083694997597
1545,Male,False,3.17,STEM,Hispanic,710.0,4.0,Consulting,Reject,0,,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5400771247206227,1.228762345672985,-1.013306749484386
1546,Female,True,3.3,Humanities,White,670.0,5.0,Technology,Reject,1,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.34156431572963775,0.39825583993008135,-0.02174918999231319
1547,Male,False,3.45,STEM,White,680.0,6.0,Investment Banking,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.3588429008645568,0.6058824663658073,0.9698083694997597
1548,Female,True,3.2,STEM,White,640.0,4.0,Nonprofit/Gov,Reject,1,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.3366214076936377,-0.22462403937709646,-1.013306749484386
1549,Male,False,3.17,STEM,Black,610.0,5.0,Consulting,Reject,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5400771247206227,-0.8475039186842742,-0.02174918999231319
1550,Male,False,3.3,STEM,Hispanic,630.0,6.0,Health Care,Reject,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.34156431572963775,-0.4322506658128224,0.9698083694997597
1551,Female,True,3.3,STEM,White,670.0,5.0,Consulting,Reject,1,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.34156431572963775,0.39825583993008135,-0.02174918999231319
1552,Female,False,3.249635578583765,Humanities,White,660.0,5.0,Technology,Admit,1,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.0117496204663656e-15,0.1906292134943554,-0.02174918999231319
1553,Male,True,3.25,STEM,White,670.0,8.0,Financial Services,Reject,0,,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0024714540180000174,0.39825583993008135,2.952923488483905
1554,Male,False,3.11,Humanities,Hispanic,580.0,8.0,Other,Reject,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.9469885587745899,-1.470383797991452,2.952923488483905
1555,Female,False,3.21,Business,White,730.0,5.0,Nonprofit/Gov,Admit,1,,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.2688028353513114,1.644015598544437,-0.02174918999231319
1556,Male,False,3.2,STEM,Asian,600.0,4.0,Investment Banking,Reject,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.3366214076936377,-1.0551305451200002,-1.013306749484386
1557,Male,True,3.28,STEM,White,610.0,6.0,Technology,Reject,0,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.20592717104498204,-0.8475039186842742,0.9698083694997597
1558,Female,True,3.35,Business,White,650.0,5.021934369602763,Nonprofit/Gov,Reject,1,,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.6806571774412785,-0.016997412941370516,0.0
1559,Female,False,3.13,Business,White,640.0,5.021934369602763,Consulting,Reject,1,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8113514140899342,-0.22462403937709646,0.0
